date,customer_id,premium,watch_time_hrs
2017-05-23,865,0,4.014355525519535
2017-04-27,538,0,2.2768583677435874
2017-09-06,495,0,4.695548837307759
2017-03-15,247,0,1.2449824555716418
2017-10-25,471,0,2.5583108904411582
2017-07-06,975,0,5.319513500333303
2017-06-26,940,0,1.472711551020302
2017-05-27,496,0,3.9322156657036036
2017-12-28,177,0,2.9910551520868034
2017-08-10,488,0,1.5613759566209426
2017-05-31,495,0,2.3404796268761996
2017-06-18,849,0,1.9061557899243367
2017-12-17,589,1,1.2923634264741446
2017-06-08,117,0,0.5735351144087185
2017-12-30,870,0,2.1392860554636663
2017-07-03,585,1,5.8008704258260835
2017-09-30,332,0,2.4176693441094557
2017-01-19,78,0,3.1088438658379087
2017-01-17,880,1,11.173008696778894
2017-08-03,956,0,1.2676774022396549
2017-05-12,623,0,3.5571621224376244
2017-01-10,480,0,1.468321179648405
2017-04-16,821,0,3.4606182238603793
2017-09-29,933,0,3.173006377103212
2017-11-30,881,0,6.810318583349494
2017-01-20,67,0,5.022050041742146
2017-04-26,834,0,1.5694456828045893
2017-08-17,137,0,1.3249695668853327
2017-09-22,372,0,6.341279218104243
2017-06-20,127,0,1.115558513568578
2017-04-21,967,0,0.7591770453711105
2017-04-03,914,0,1.7070856730348465
2017-11-15,116,0,1.3598464188765758
2017-07-25,2,0,5.441176264614835
2017-09-08,690,0,1.1752871041971957
2017-06-09,304,1,9.495083441989962
2017-06-09,18,0,4.657113725462808
2017-03-27,190,0,1.6525325963596023
2017-02-10,770,0,4.393676494013419
2017-10-29,147,0,1.3870510349691596
2017-11-10,951,0,4.018158522332528
2017-01-11,909,0,6.005596882963721
2017-05-16,470,0,6.316478997897225
2017-09-16,740,0,2.9484433090992495
2017-01-20,648,0,2.2512956379902875
2017-11-26,419,0,2.1947078046190973
2017-01-11,264,0,3.1963777265581332
2017-04-01,404,0,1.4235922373051884
2017-06-18,953,0,3.324846270036119
2017-01-05,721,0,2.6499722483263866
2017-07-12,159,0,4.146311337673065
2017-06-07,540,0,1.4787488581380017
2017-02-23,733,0,2.4112668251825404
2017-07-17,567,0,4.8335193883015535
2017-07-27,242,0,2.1571297392330098
2017-09-19,482,1,2.567821946396121
2017-03-07,927,0,7.852091448518804
2017-07-19,414,0,2.6817955276459915
2017-01-31,275,0,3.490870790589178
2017-05-27,990,0,1.9015910679165249
2017-02-26,563,0,2.3954269154148355
2017-05-01,433,0,7.8995674668690095
2017-08-19,58,0,5.96770376359704
2017-02-11,336,0,4.789899631830734
2017-08-18,851,0,1.9681034366380958
2017-02-15,922,0,3.1691670102336498
2017-03-10,779,1,1.4781709992660264
2017-11-26,281,1,0.9405860471014033
2017-09-25,230,0,1.9354613581386888
2017-09-19,504,0,5.980835735324159
2017-02-12,190,0,2.9556362959408635
2017-01-15,148,0,7.208475067389389
2017-02-09,159,1,3.566814381585438
2017-04-15,572,0,3.387222181481537
2017-10-02,169,0,3.163687838383952
2017-09-21,854,1,0.7774245343588132
2017-07-29,556,0,10.084573181870754
2017-05-07,765,0,4.608265692320487
2017-09-12,266,0,3.0743218206801215
2017-11-08,53,0,1.2788997536549458
2017-11-09,282,0,5.2245336778630955
2017-08-15,184,0,2.412811618718711
2017-09-23,183,0,0.6188932431217786
2017-04-22,900,0,0.9181705859955679
2017-10-10,293,0,2.3181114288981655
2017-11-10,421,1,1.449232893020792
2017-03-10,684,0,2.696379146136305
2017-11-03,429,0,1.5803393467252005
2017-02-07,979,0,1.8312788889305915
2017-08-17,507,1,1.79510882428584
2017-01-21,859,0,1.519906452236243
2017-12-10,785,1,4.153171476710003
2017-10-13,610,1,2.307833411090838
2017-02-03,979,0,5.103333957171709
2017-11-26,477,1,1.2736858614378677
2017-03-27,104,0,1.2483942866975222
2017-11-06,659,0,3.382377286043606
2017-01-28,855,0,2.5245909787590386
2017-07-02,695,0,4.546876271183506
2017-11-06,314,0,2.1387604680132277
2017-06-04,812,0,2.101214292395268
2017-08-14,220,0,9.841610846268532
2017-08-07,791,0,3.299374485177038
2017-03-02,291,0,3.364900000239823
2017-05-20,137,0,5.415025096294561
2017-06-17,819,0,4.375133549040244
2017-10-17,537,0,1.482027672124152
2017-01-19,917,0,10.482200914475383
2017-04-16,457,0,3.0919049240451866
2017-11-11,394,0,8.808592206319542
2017-03-16,731,0,1.5180868846248108
2017-11-21,544,0,1.882409818992938
2017-09-27,946,1,2.02374956099627
2017-04-05,669,0,2.5670938241054846
2017-01-22,796,0,6.555606800398616
2017-01-16,103,1,1.3188367773004788
2017-08-31,396,1,3.648663749148887
2017-08-03,233,1,1.5881707877233688
2017-12-14,365,1,5.808498467960198
2017-11-22,733,0,4.226091862593102
2017-07-02,480,0,5.531162382580989
2017-09-19,369,0,1.612607590151683
2017-01-21,997,0,27.920776097396296
2017-09-24,935,0,2.358471377317819
2017-04-19,810,0,2.0040418729795446
2017-08-07,413,0,5.225639370395578
2017-03-08,890,0,4.456643832389219
2017-09-11,889,0,9.109580575976311
2017-11-23,630,0,6.7792677923567926
2017-02-01,775,1,2.340568218228734
2017-11-09,253,0,2.091443997520133
2017-12-15,958,0,29.961623501030484
2017-12-18,408,0,2.578028318371003
2017-04-29,526,0,1.5730300425569939
2017-03-16,78,0,6.12393385607121
2017-03-23,116,0,1.0660408867368663
2017-05-22,347,0,8.881603848065682
2017-12-29,62,0,4.407808401155785
2017-06-09,948,1,5.155682631732733
2017-10-14,421,0,5.878383970543897
2017-08-19,481,0,5.727563561591549
2017-04-16,192,0,2.6321466384929506
2017-04-09,7,0,1.3520856959613876
2017-02-17,718,0,4.672104695346939
2017-10-04,996,0,4.215538665687806
2017-07-15,48,0,1.0405959751726164
2017-06-22,776,0,0.7608304237270068
2017-06-20,177,0,4.082052887399685
2017-03-04,690,0,8.511422817699245
2017-01-02,780,0,3.4760043597053776
2017-06-22,251,1,2.9108910981285754
2017-05-12,889,0,3.143232795550885
2017-03-13,768,1,1.32937267595981
2017-06-11,949,0,1.6240815601329945
2017-08-08,61,0,1.75749505224355
2017-01-29,924,0,4.479588007425234
2017-02-08,31,0,2.163452018114593
2017-02-16,108,0,10.964589305327182
2017-09-01,529,0,5.747531534240674
2017-03-16,566,0,0.5120952965249419
2017-04-18,524,0,4.241732226972518
2017-08-01,142,0,5.276159831635408
2017-12-02,606,0,2.3867006040586305
2017-09-05,671,1,11.579230736959026
2017-05-08,288,1,2.4929891712245182
2017-08-29,931,0,2.1204568392572294
2017-07-03,536,0,4.4538284751262305
2017-06-26,198,0,1.082632348369049
2017-01-28,933,0,2.256611651880907
2017-07-14,53,0,4.868269565701452
2017-12-10,486,0,4.639624348818288
2017-07-14,258,0,3.0253773440777705
2017-02-01,646,0,1.4924700195412004
2017-03-08,945,1,12.403498612779618
2017-09-19,934,0,2.084989479719858
2017-04-28,519,0,2.9492662269492476
2017-12-23,71,0,4.530989347118178
2017-04-07,104,0,2.935399535665268
2017-12-15,171,0,1.4382413145125936
2017-02-10,745,1,0.8366556483511515
2017-12-25,916,0,1.4645386268638017
2017-06-17,439,0,1.8477889681155704
2017-03-29,930,0,1.712320574778492
2017-06-14,422,0,8.724834239482076
2017-08-12,63,0,1.174739929694224
2017-09-20,572,1,1.5651760618569581
2017-04-11,393,1,3.573128587113502
2017-04-28,137,1,5.922275740329105
2017-12-22,619,0,8.601804025311493
2017-07-19,371,0,4.138327218274014
2017-02-25,527,0,5.439327786028871
2017-03-14,474,1,5.020754712188195
2017-06-20,39,0,2.0047808089369514
2017-07-21,428,0,2.594075106562826
2017-06-17,652,0,3.6143276878726125
2017-06-13,464,0,2.1398810256746255
2017-01-17,680,0,9.443028521404852
2017-01-30,962,1,2.4322620948129554
2017-11-12,479,0,1.9913415766833968
2017-12-17,826,0,3.1830112604336014
2017-04-25,19,0,5.86557555592707
2017-09-26,32,0,0.9534769604799268
2017-12-27,470,0,8.068060027233873
2017-02-12,177,0,1.7710976680002606
2017-08-03,639,0,1.3520423267911028
2017-01-25,694,0,12.724665192260678
2017-01-09,210,0,1.7393573288307806
2017-06-26,104,0,10.595234193676315
2017-04-19,175,1,6.230423026187075
2017-04-22,502,0,4.0569728270419745
2017-02-26,0,1,2.130170151149984
2017-05-01,501,0,1.3815162301557975
2017-02-18,138,0,1.1019045059934984
2017-12-09,599,0,2.9674707591906264
2017-12-19,22,0,9.262820584717767
2017-10-03,285,0,1.5039176176488922
2017-02-09,868,0,2.0391639899343605
2017-08-02,19,0,0.28304721411436945
2017-04-13,219,0,8.987161704766262
2017-08-28,18,0,1.1288475875303012
2017-06-24,707,0,2.8263064966443845
2017-04-23,733,0,6.970607366543262
2017-11-08,718,0,3.999996131199546
2017-05-11,519,0,3.3505522912035617
2017-12-01,742,0,2.1172676953930782
2017-04-04,719,0,1.1396158066717863
2017-01-20,721,0,1.5043932194734346
2017-10-30,663,0,2.1548800850073335
2017-01-20,125,0,1.6163493282007424
2017-12-05,52,0,2.5535046606257827
2017-06-11,823,1,3.682491387445792
2017-10-23,6,0,0.9221905231769248
2017-05-30,561,0,1.1818382477429643
2017-06-01,200,0,5.49322717337976
2017-07-20,151,0,3.531883176449135
2017-05-30,366,0,0.7993433954333862
2017-06-21,677,1,0.8854340757481621
2017-12-19,740,0,1.125473779214299
2017-10-31,650,0,1.7322652251462558
2017-10-07,584,1,3.633437892367604
2017-01-11,491,0,3.237081699048813
2017-04-03,759,0,3.903210402456751
2017-01-28,169,1,10.24858829433011
2017-02-13,447,0,2.1189119132753103
2017-12-06,125,0,1.9869808262936972
2017-09-15,216,0,0.7721644258744613
2017-02-10,690,0,1.4649595380416085
2017-07-22,214,0,2.801987237182797
2017-12-12,687,0,3.560813324889516
2017-11-15,101,0,2.1882837517324005
2017-01-06,368,0,2.306769187731352
2017-11-21,231,1,2.3577173246007677
2017-02-27,945,0,2.0073467705723935
2017-05-21,113,0,1.1694211357385746
2017-12-20,514,0,4.150366305599738
2017-02-13,705,0,3.590250708387624
2017-06-01,201,0,9.492408624882554
2017-03-15,707,1,2.114684356494223
2017-05-26,277,1,1.7089603003331124
2017-12-27,732,0,3.2973663343799373
2017-03-30,390,0,2.6137740445121986
2017-08-30,660,0,3.252829845686356
2017-10-16,316,1,5.469149924902593
2017-11-10,358,0,3.9202777972117495
2017-12-02,116,0,1.7304247078180044
2017-07-15,136,0,0.7427566472643319
2017-08-18,142,1,2.763546896896476
2017-05-28,322,1,5.322844938674568
2017-08-24,76,0,2.398270237397344
2017-10-18,185,0,1.481608780593356
2017-11-21,66,0,3.487073962084118
2017-03-21,789,0,1.6557634793827074
